City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,aqi_bucket
Patna,03-07-17,91.12,118.02,22.22,27.715,35.51,14.5,0.0,12.44,26.22,0.0,0.0,215.0,Poor
Patna,04-07-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,05-07-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,06-07-17,91.12,118.02,22.22,27.715,35.51,14.5,0.0,12.44,26.22,0.0,0.0,215.0,Poor
Patna,07-07-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,08-07-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,09-07-17,91.12,118.02,22.22,27.715,35.51,14.5,0.0,12.44,26.22,0.0,0.0,215.0,Poor
Patna,10-07-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,11-07-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,12-07-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,13-07-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,14-07-17,91.12,118.02,22.22,27.715,35.51,14.5,0.0,12.44,26.22,0.0,0.0,215.0,Poor
Patna,15-07-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,16-07-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,17-07-17,91.12,118.02,22.22,27.715,35.51,14.5,0.0,12.44,26.22,0.0,0.0,215.0,Poor
Patna,18-07-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,19-07-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,20-07-17,91.12,118.02,22.22,27.715,35.51,14.5,0.0,12.44,26.22,0.0,0.0,215.0,Poor
Patna,21-07-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,22-07-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,23-07-17,91.12,118.02,22.22,27.715,35.51,14.5,0.0,12.44,26.22,0.0,0.0,215.0,Poor
Patna,24-07-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,25-07-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,26-07-17,91.12,118.02,22.22,27.715,35.51,14.5,0.0,12.44,26.22,0.0,0.0,215.0,Poor
Patna,27-07-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,28-07-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,29-07-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,30-07-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,31-07-17,91.12,118.02,22.22,27.715,35.51,14.5,0.0,12.44,26.22,0.0,0.0,215.0,Poor
Patna,01-08-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,02-08-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,03-08-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,04-08-17,91.12,118.02,22.22,27.715,35.51,14.5,0.0,12.44,26.22,0.0,0.0,215.0,Poor
Patna,05-08-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,06-08-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,07-08-17,91.12,118.02,22.22,27.715,35.51,14.5,0.0,12.44,26.22,0.0,0.0,215.0,Poor
Patna,08-08-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,09-08-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,10-08-17,91.12,118.02,22.22,27.715,35.51,14.5,0.0,12.44,26.22,0.0,0.0,215.0,Poor
Patna,11-08-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,12-08-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,13-08-17,91.12,118.02,22.22,27.715,35.51,14.5,0.0,12.44,26.22,0.0,0.0,215.0,Poor
Patna,14-08-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,15-08-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,16-08-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,17-08-17,91.12,118.02,22.22,27.715,35.51,14.5,0.0,12.44,26.22,0.0,0.0,215.0,Poor
Patna,18-08-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,19-08-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,20-08-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,21-08-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,22-08-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,23-08-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,24-08-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,25-08-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,26-08-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,27-08-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,28-08-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,29-08-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,30-08-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,31-08-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,01-09-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,02-09-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,03-09-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,04-09-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,05-09-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,06-09-17,91.12,118.02,22.22,27.715,35.51,14.5,0.0,12.44,26.22,0.0,0.0,215.0,Poor
Patna,07-09-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,08-09-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,09-09-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,10-09-17,91.12,118.02,22.22,27.715,35.51,14.5,0.0,12.44,26.22,0.0,0.0,215.0,Poor
Patna,11-09-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,12-09-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,13-09-17,91.12,118.02,22.22,27.715,35.51,14.5,0.0,12.44,26.22,0.0,0.0,215.0,Poor
Patna,14-09-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,15-09-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,16-09-17,91.12,118.02,22.22,27.715,35.51,14.5,0.0,12.44,26.22,0.0,0.0,215.0,Poor
Patna,17-09-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,18-09-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,19-09-17,91.12,118.02,22.22,27.715,35.51,14.5,0.0,12.44,26.22,0.0,0.0,215.0,Poor
Patna,20-09-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,21-09-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,22-09-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,23-09-17,91.12,118.02,22.22,27.715,35.51,14.5,0.0,12.44,26.22,0.0,0.0,215.0,Poor
Patna,24-09-17,91.12,118.02,22.22,27.715,35.51,14.5,1.38,12.44,26.22,0.55,3.02,215.0,Poor
Patna,25-09-17,91.12,118.02,22.22,27.715,35.51,14.5,0.0,12.44,26.22,0.0,0.0,215.0,Poor
Patna,26-09-17,67.0,118.02,5.81,23.4,17.82,14.5,0.27,7.53,16.44,0.04,0.51,215.0,Poor
Patna,27-09-17,81.75,118.02,46.4,56.05,77.0325,14.5,0.33,11.56,3.48,0.02,0.15,215.0,Poor
Patna,28-09-17,84.56,118.02,18.18,30.04,30.76,14.5,0.65,11.76,13.32,0.1,0.73,215.0,Poor
Patna,29-09-17,37.5,118.02,3.65,10.05,16.6,14.5,0.04,4.2,26.22,0.0,0.07,215.0,Poor
Patna,30-09-17,46.12,118.02,7.74,13.24,13.35,14.5,0.06,6.25,6.82,0.01,0.1,215.0,Poor
Patna,01-10-17,56.35,118.02,7.29,22.17,19.34,14.5,0.37,6.12,26.6,0.05,0.56,215.0,Poor
Patna,02-10-17,45.22,118.02,8.06,16.61,19.88,14.5,0.38,5.52,12.34,0.06,0.67,91.0,Satisfactory
Patna,03-10-17,24.27,118.02,14.32,20.42,39.73,14.5,0.27,3.5,1.9,0.04,0.32,69.0,Satisfactory
Patna,04-10-17,48.47,118.02,14.63,25.61,45.4,14.5,0.41,3.45,2.35,0.06,0.54,77.0,Satisfactory
Patna,05-10-17,46.4,118.02,14.64,21.29,41.89,14.5,0.07,5.08,2.16,0.06,0.44,81.0,Satisfactory
Patna,06-10-17,49.56,118.02,14.26,27.38,42.64,14.5,0.37,5.25,26.31,0.05,0.41,215.0,Poor
Patna,07-10-17,37.23,118.02,5.59,22.59,23.05,14.5,0.23,6.72,47.46,0.03,0.36,215.0,Poor
Patna,08-10-17,71.67,118.02,16.52,49.33,40.39,14.5,0.57,9.34,26.08,0.07,0.66,215.0,Poor
Patna,09-10-17,53.04,118.02,15.57,23.42,35.55,14.5,0.48,7.14,13.73,0.06,0.68,128.0,Moderate
Patna,10-10-17,42.42,118.02,19.87,20.6,40.18,14.5,0.08,5.83,4.56,0.01,0.11,84.0,Satisfactory
Patna,11-10-17,42.0,118.02,46.4,57.94,77.0325,14.5,0.21,9.59,9.84,0.01,0.12,215.0,Poor
Patna,12-10-17,59.5,118.02,12.26,34.38,28.26,14.5,0.07,9.64,34.41,0.01,0.11,215.0,Poor
Patna,13-10-17,71.12,118.02,10.84,31.69,25.66,14.5,0.08,12.06,33.81,0.01,0.16,215.0,Poor
Patna,14-10-17,94.8,118.02,4.38,29.8,19.4,14.5,0.17,12.71,70.41,0.02,0.26,215.0,Poor
Patna,15-10-17,128.78,118.02,17.3,63.63,47.92,14.5,0.62,14.06,33.87,0.06,0.53,215.0,Poor
Patna,16-10-17,124.34,118.02,16.55,44.6,39.43,14.5,0.53,12.86,13.99,0.09,0.61,307.0,Very Poor
Patna,17-10-17,114.65,118.02,13.01,48.54,44.39,14.5,0.26,7.53,35.57,0.03,0.23,215.0,Poor
Patna,18-10-17,88.38,118.02,13.14,44.41,44.95,14.5,0.09,6.95,29.1,0.01,0.09,215.0,Poor
Patna,19-10-17,84.43,118.02,15.13,35.42,33.57,14.5,0.5,15.41,14.67,0.05,0.63,215.0,Poor
Patna,20-10-17,91.12,118.02,11.43,22.25,42.2,14.5,0.02,9.8,2.2,0.0,0.03,215.0,Poor
Patna,21-10-17,44.5,118.02,15.39,28.58,29.46,14.5,0.17,9.83,28.96,0.02,0.25,215.0,Poor
Patna,22-10-17,91.12,118.02,22.22,27.715,35.51,14.5,0.0,12.44,26.22,0.0,0.0,215.0,Poor
Patna,23-10-17,106.42,118.02,44.94,73.505,77.0325,14.5,0.63,10.65,34.64,0.06,0.36,215.0,Poor
Patna,24-10-17,148.2,118.02,46.4,73.505,77.0325,14.5,1.18,12.57,40.72,0.12,0.63,215.0,Poor
Patna,25-10-17,148.7425,118.02,45.73,65.7,72.98,14.5,1.56,13.47,13.77,0.17,0.97,342.0,Very Poor
Patna,26-10-17,148.7425,118.02,20.02,45.43,40.44,14.5,1.19,9.57,37.19,0.18,1.35,341.0,Very Poor
Patna,27-10-17,148.7425,118.02,20.16,42.9,41.76,14.5,1.01,7.66,39.35,0.13,1.18,335.0,Very Poor
Patna,28-10-17,146.45,118.02,46.4,73.505,77.0325,14.5,0.79,21.46,36.22,0.1,0.48,331.0,Very Poor
Patna,29-10-17,113.67,118.02,31.78,55.14,55.14,14.5,0.84,10.6,33.95,0.16,1.34,305.0,Very Poor
Patna,30-10-17,138.54,118.02,46.4,52.44,69.64,14.5,0.43,3.32,12.98,0.1,0.68,296.0,Poor
Patna,31-10-17,43.54,118.02,23.46,36.0,29.03,14.5,0.29,8.42,31.24,0.08,0.74,73.0,Satisfactory
Patna,01-11-17,91.12,118.02,22.22,27.715,0.0,14.5,0.0,12.44,26.22,0.0,0.0,75.0,Satisfactory
Patna,02-11-17,117.86,118.02,36.27,51.29,26.02,14.5,0.29,7.22,13.06,0.08,0.51,215.0,Poor
Patna,03-11-17,114.19,118.02,46.4,73.505,67.76,14.5,1.15,14.81,9.27,0.24,1.63,215.0,Poor
Patna,04-11-17,111.81,118.02,46.4,73.505,77.0325,14.5,1.98,18.5,19.87,0.75,5.0,286.0,Poor
Patna,05-11-17,115.11,118.02,46.4,73.505,77.0325,14.5,1.56,20.26,22.99,0.67,5.26,276.0,Poor
Patna,06-11-17,112.84,118.02,45.89,73.505,63.09,14.5,1.18,21.96,26.04,0.58,4.62,289.0,Poor
Patna,07-11-17,147.55,118.02,35.54,73.505,58.85,14.5,1.22,19.8,32.51,0.51,4.43,286.0,Poor
Patna,08-11-17,148.7425,118.02,46.4,73.505,77.0325,14.5,2.17,24.95,33.79,0.75,4.52,354.0,Very Poor
Patna,09-11-17,148.7425,118.02,46.4,73.505,77.0325,14.5,2.26,20.66,29.74,0.82,4.56,391.0,Very Poor
Patna,10-11-17,148.7425,118.02,46.4,73.505,77.0325,14.5,2.985,21.41,29.94,0.98,5.37,391.0,Very Poor
Patna,11-11-17,148.7425,118.02,46.4,73.505,77.0325,14.5,2.67,26.09,25.62,1.03,5.7,391.0,Very Poor
Patna,12-11-17,148.7425,118.02,46.4,73.505,70.91,14.5,1.76,23.98,38.29,0.75,5.35,372.0,Very Poor
Patna,13-11-17,148.7425,118.02,46.4,73.505,77.0325,14.5,2.7,21.17,18.27,0.85,5.22,345.0,Very Poor
Patna,14-11-17,148.7425,118.02,46.4,73.505,77.0325,14.5,2.98,21.39,37.81,1.02,6.22,341.0,Very Poor
Patna,15-11-17,106.35,118.02,46.4,73.505,77.0325,14.5,1.48,20.43,41.86,0.77,5.42,314.0,Very Poor
Patna,16-11-17,109.71,118.02,36.38,73.505,50.08,14.5,1.06,21.61,54.34,0.58,4.7,250.0,Poor
Patna,17-11-17,110.19,118.02,46.4,73.505,75.54,14.5,1.42,22.51,51.18,0.57,5.03,233.0,Poor
Patna,18-11-17,136.59,118.02,46.4,73.505,77.0325,14.5,2.19,22.27,50.07,0.81,5.27,306.0,Very Poor
Patna,19-11-17,148.7425,118.02,46.4,73.505,77.0325,14.5,1.75,26.1,35.41,0.76,5.47,310.0,Very Poor
Patna,20-11-17,148.7425,118.02,17.17,73.505,39.46,14.5,1.19,24.59,77.6225,0.45,4.1,360.0,Very Poor
Patna,21-11-17,136.75,118.02,16.6,73.505,38.81,14.5,0.87,19.85,77.6225,0.41,3.48,322.0,Very Poor
Patna,22-11-17,148.7425,118.02,20.28,73.505,42.31,14.5,1.37,20.66,77.6225,0.44,3.76,335.0,Very Poor
Patna,23-11-17,148.7425,118.02,9.56,73.505,25.56,14.5,1.26,21.75,77.6225,0.5,3.81,391.0,Very Poor
Patna,24-11-17,148.7425,118.02,36.01,73.505,47.96,14.5,2.48,18.99,77.6225,0.72,4.34,391.0,Very Poor
Patna,25-11-17,148.7425,118.02,37.56,53.74,36.7,14.5,1.99,20.99,52.42,0.76,4.49,391.0,Very Poor
Patna,26-11-17,148.7425,118.02,19.26,31.58,19.86,14.5,2.89,29.86,42.46,0.97,5.39,391.0,Very Poor
Patna,27-11-17,148.7425,118.02,11.34,28.56,14.26,14.5,2.16,20.68,73.76,0.7,4.56,391.0,Very Poor
Patna,28-11-17,148.7425,118.02,28.68,29.44,25.02,14.5,1.56,22.84,65.65,0.7,4.71,391.0,Very Poor
Patna,29-11-17,148.7425,118.02,46.4,31.01,45.99,14.5,1.87,17.53,37.1,1.2,6.19,391.0,Very Poor
Patna,30-11-17,148.7425,118.02,46.4,29.49,48.46,14.5,2.6,16.88,44.29,1.5,7.06,391.0,Very Poor
Patna,01-12-17,148.7425,118.02,34.97,28.68,28.65,14.5,2.93,20.61,37.43,1.19,6.44,391.0,Very Poor
Patna,02-12-17,148.7425,118.02,46.4,29.81,45.69,14.5,2.34,28.35,37.07,1.49,7.21,391.0,Very Poor
Patna,03-12-17,148.7425,118.02,21.78,20.7,18.58,14.5,2.7,23.45,42.65,0.97,5.93,391.0,Very Poor
Patna,04-12-17,148.7425,118.02,25.96,21.84,21.4,14.5,2.985,24.46,43.66,0.88,5.26,391.0,Very Poor
Patna,05-12-17,148.7425,118.02,32.13,23.83,25.66,14.5,2.985,26.59,54.36,0.99,4.81,391.0,Very Poor
Patna,06-12-17,148.7425,118.02,31.09,21.09,24.32,14.5,2.68,25.24,39.96,1.04,5.93,391.0,Very Poor
Patna,07-12-17,148.7425,118.02,18.02,14.26,14.62,14.5,2.82,20.03,45.71,0.92,5.22,391.0,Very Poor
Patna,08-12-17,148.7425,118.02,23.4,13.0,17.91,14.5,1.8,16.82,47.19,0.72,5.22,391.0,Very Poor
Patna,09-12-17,148.7425,118.02,46.4,73.505,77.0325,14.5,2.985,20.24,41.63,0.98,4.95,215.0,Poor
Patna,10-12-17,148.7425,118.02,46.4,73.505,77.0325,14.5,2.69,29.925,27.95,0.74,4.74,387.0,Very Poor
Patna,11-12-17,148.7425,118.02,46.4,73.505,77.0325,14.5,2.985,29.925,35.63,0.8,4.95,366.0,Very Poor
Patna,12-12-17,148.7425,118.02,42.92,73.505,67.03,14.5,2.62,29.925,41.95,0.67,4.58,385.0,Very Poor
Patna,13-12-17,148.7425,118.02,28.12,73.505,57.63,14.5,2.01,29.925,45.27,0.55,4.24,378.0,Very Poor
Patna,14-12-17,127.78,118.02,27.74,73.505,47.53,14.5,1.64,29.925,54.55,0.42,3.76,314.0,Very Poor
Patna,15-12-17,140.22,118.02,25.41,73.505,43.36,14.5,1.71,29.925,61.51,0.43,3.69,308.0,Very Poor
Patna,16-12-17,148.7425,118.02,24.17,73.505,35.74,14.5,1.93,29.925,42.81,0.43,3.79,336.0,Very Poor
Patna,17-12-17,148.7425,118.02,17.91,36.81,20.69,14.5,2.51,29.925,43.82,0.57,4.02,365.0,Very Poor
Patna,18-12-17,148.7425,118.02,46.4,73.19,65.97,14.5,2.9,29.925,24.56,0.84,4.25,391.0,Very Poor
Patna,19-12-17,148.7425,118.02,40.76,73.505,53.79,14.5,2.36,29.925,35.15,0.73,4.07,391.0,Very Poor
Patna,20-12-17,148.7425,118.02,46.4,55.57,51.81,14.5,2.985,29.925,39.61,0.93,4.75,215.0,Poor
Patna,21-12-17,148.7425,118.02,12.63,15.5,11.85,14.5,2.19,29.925,39.39,0.69,4.18,391.0,Very Poor
Patna,22-12-17,148.7425,118.02,30.41,73.505,45.13,14.5,1.87,29.925,47.73,0.45,3.69,346.0,Very Poor
Patna,23-12-17,148.7425,118.02,46.4,73.505,75.53,14.5,2.83,29.925,62.93,0.5,3.65,364.0,Very Poor
Patna,24-12-17,148.7425,118.02,13.1,73.505,32.78,14.5,1.82,29.925,65.15,0.7,3.39,391.0,Very Poor
Patna,25-12-17,148.7425,118.02,33.89,73.505,53.5,14.5,2.65,29.925,61.78,0.56,3.05,215.0,Poor
Patna,26-12-17,148.7425,118.02,21.98,44.58,25.24,14.5,2.23,29.925,42.82,0.48,3.48,375.0,Very Poor
Patna,27-12-17,148.7425,118.02,33.79,31.26,28.9,14.5,2.01,29.925,37.79,0.68,4.1,363.0,Very Poor
Patna,28-12-17,148.7425,118.02,18.36,11.99,14.52,14.5,2.985,29.925,22.58,1.04,4.81,391.0,Very Poor
Patna,29-12-17,148.7425,118.02,10.77,5.83,8.19,14.5,2.985,29.925,15.09,0.78,3.82,391.0,Very Poor
Patna,30-12-17,148.7425,118.02,43.62,34.49,35.53,14.5,2.985,29.925,13.36,0.82,3.73,391.0,Very Poor
Patna,31-12-17,148.7425,118.02,30.96,72.24,38.14,14.5,2.26,29.925,24.38,0.6,3.56,391.0,Very Poor
Patna,01-01-18,148.7425,118.02,26.43,48.77,29.5,14.5,2.6,29.925,46.37,0.47,2.96,371.0,Very Poor
Patna,02-01-18,148.7425,118.02,16.8,22.89,16.12,14.5,2.47,29.925,21.65,0.62,3.03,391.0,Very Poor
Patna,03-01-18,148.7425,118.02,46.4,73.505,68.3,14.5,2.58,29.925,24.06,0.52,2.56,215.0,Poor
Patna,04-01-18,148.7425,118.02,24.37,54.31,29.69,14.5,2.46,29.925,42.28,0.55,2.78,391.0,Very Poor
Patna,05-01-18,148.7425,118.02,12.28,21.22,13.2,14.5,2.31,29.925,23.45,0.67,3.05,391.0,Very Poor
Patna,06-01-18,148.7425,118.02,46.4,69.63,47.68,14.5,2.15,29.925,46.6,0.48,2.81,391.0,Very Poor
Patna,07-01-18,148.7425,118.02,46.4,73.505,67.77,14.5,2.36,29.925,43.32,0.56,3.33,388.0,Very Poor
Patna,08-01-18,148.7425,118.02,46.4,73.505,61.93,14.5,2.97,29.925,35.42,0.81,3.87,391.0,Very Poor
Patna,09-01-18,148.7425,118.02,22.22,43.78,25.19,14.5,2.5,29.925,30.75,0.7,3.1,391.0,Very Poor
Patna,10-01-18,148.7425,118.02,46.4,56.84,53.95,14.5,2.08,29.925,38.33,0.56,2.82,379.0,Very Poor
Patna,11-01-18,148.7425,118.02,46.4,73.505,52.96,14.5,2.07,29.925,22.32,0.58,2.75,364.0,Very Poor
Patna,12-01-18,148.7425,118.02,46.4,73.505,65.07,14.5,2.49,29.925,47.96,0.53,3.16,377.0,Very Poor
Patna,13-01-18,148.7425,118.02,34.44,69.93,39.86,14.5,2.44,29.925,30.67,0.64,2.65,391.0,Very Poor
Patna,14-01-18,148.7425,118.02,13.0,30.04,15.67,14.5,2.08,29.925,28.99,0.68,2.84,391.0,Very Poor
Patna,15-01-18,148.7425,118.02,46.4,63.83,46.99,14.5,2.15,29.925,50.5,0.52,2.82,358.0,Very Poor
Patna,16-01-18,148.7425,118.02,46.4,73.505,77.0325,14.5,2.61,29.925,20.54,0.84,3.56,353.0,Very Poor
Patna,17-01-18,148.7425,118.02,22.41,34.98,23.04,14.5,2.56,29.925,37.25,0.83,3.98,391.0,Very Poor
Patna,18-01-18,148.7425,118.02,25.15,28.23,20.22,14.5,1.67,29.925,36.57,0.6,3.67,322.0,Very Poor
Patna,19-01-18,148.7425,118.02,46.4,47.74,49.99,14.5,2.985,29.925,35.99,0.9,3.94,370.0,Very Poor
Patna,20-01-18,114.39,118.02,36.34,64.21,39.44,14.5,2.81,29.925,21.83,0.7,3.02,266.0,Poor
Patna,21-01-18,148.7425,118.02,25.85,65.33,33.14,14.5,2.91,29.925,34.98,0.63,3.45,310.0,Very Poor
Patna,22-01-18,148.7425,118.02,28.45,44.39,29.03,14.5,2.985,29.925,37.59,0.67,3.7,360.0,Very Poor
Patna,23-01-18,148.7425,118.02,46.4,70.96,52.97,14.5,2.985,29.925,35.37,0.73,3.71,367.0,Very Poor
Patna,24-01-18,148.7425,118.02,24.51,38.37,24.81,14.5,1.99,29.925,42.45,0.61,3.34,359.0,Very Poor
Patna,25-01-18,114.95,118.02,7.18,22.0,10.36,14.5,1.19,29.925,55.99,0.35,2.76,300.0,Poor
Patna,26-01-18,110.07,118.02,6.89,9.39,6.68,14.5,1.28,29.925,46.98,0.36,2.74,280.0,Poor
Patna,27-01-18,141.28,118.02,40.04,45.47,38.14,14.5,2.35,29.925,42.99,0.45,2.94,241.0,Poor
Patna,28-01-18,148.7425,118.02,23.92,23.39,20.84,14.5,2.78,29.76,45.14,0.63,3.66,382.0,Very Poor
Patna,29-01-18,148.7425,118.02,17.11,14.36,14.09,14.5,2.29,29.925,30.84,0.65,3.64,381.0,Very Poor
Patna,30-01-18,148.7425,118.02,46.4,73.505,67.17,14.5,2.82,29.925,35.32,0.61,3.27,364.0,Very Poor
Patna,31-01-18,148.7425,118.02,31.92,73.46,39.23,14.5,2.83,29.925,50.43,0.62,3.12,391.0,Very Poor
Patna,01-02-18,148.7425,118.02,11.01,15.13,10.81,14.5,2.85,29.925,34.56,0.64,3.36,390.0,Very Poor
Patna,02-02-18,148.7425,118.02,12.22,8.15,9.66,14.5,2.97,29.925,51.5,0.67,3.18,361.0,Very Poor
Patna,03-02-18,148.7425,118.02,43.94,73.505,77.0325,14.5,2.76,29.925,49.6,0.81,3.75,342.0,Very Poor
Patna,04-02-18,106.65,118.02,35.43,73.505,53.8,14.5,2.33,29.925,38.82,0.6,3.66,309.0,Very Poor
Patna,05-02-18,80.12,118.02,11.01,51.45,20.35,14.5,1.71,29.925,54.63,0.4,3.07,215.0,Poor
Patna,06-02-18,99.27,118.02,5.38,33.34,12.17,14.5,1.34,29.925,64.34,0.35,2.62,168.0,Moderate
